Name,Phone Number,Email,Water Bill,Electricity Bill,Rent,Grocery Bill,Maintenance,Food Expenditure,Entertainment Expenditure,EMIs,Other Payments,Loan Repayment,Loans Taken,Water Bill Delay (Days),Electricity Bill Delay (Days),Rent Delay (Days),Grocery Bill Delay (Days),Maintenance Delay (Days),Food Expenditure Delay (Days),Entertainment Expenditure Delay (Days),EMIs Delay (Days),Other Payments Delay (Days),Loan Repayment Delay (Days),Credit Score,Season,Mobile Recharges,Online Purchases,Transaction Count,Average Transaction Amount,Active Contacts,Social App Activity
Thomas Gupta,+919730616630,thomasgupta231@example.com,334.46,2043.51,29196.95,5690.35,4592.35,646.16,22090.15,4788.4,4170.63,0.0,0.0,10,2,0,0,1,0,0,2,0,0,755,Summer,6,13,68,589.35,165,10
Sunita Pandey,+917746602117,sunitapandey795@outlook.com,161.34,1509.72,8412.27,6202.34,2349.56,1616.81,1399.48,12109.81,1535.81,0.0,0.0,0,0,0,0,0,0,0,0,0,0,846,Spring,11,13,121,259.49,250,89
Sonia Joshi,+916236897755,soniajoshi655@yahoo.com,214.82,2891.21,23333.89,2863.59,2386.75,1466.59,2296.66,3687.35,5397.45,0.0,0.0,0,3,0,0,0,4,6,0,0,0,606,Winter,4,9,85,252.56,123,19
Rashmi Gonzalez,+917968587397,rashmigonzalez778@hotmail.com,554.19,6567.21,31727.78,7748.02,4140.43,6929.38,3602.85,5904.47,1971.96,0.0,0.0,0,0,0,0,0,0,0,0,0,0,851,Monsoon,5,16,95,778.25,68,18
Ashley Gupta,+916598688175,ashleygupta605@yahoo.com,48.02,1185.31,50003.25,6166.83,8089.38,1939.68,4277.67,7889.13,3358.95,0.0,0.0,0,0,0,0,2,0,0,0,0,0,806,Summer,7,8,98,569.0,284,0
Arun Iyer,+916370487409,aruniyer93@yahoo.com,94.34,1606.58,38665.48,7580.67,1263.19,707.8,2931.72,2279.67,7378.09,5380.29,205511.49,0,0,0,2,0,0,0,0,0,0,790,Summer,3,11,115,976.41,163,17
Priya Shah,+919315593556,priyashah83@hotmail.com,82.99,980.08,46551.98,6927.32,2562.2,599.82,6228.2,11599.91,951.44,0.0,0.0,11,6,0,0,1,0,0,1,8,0,538,Winter,4,4,85,1409.03,137,42
Arjun Singh,+916500268477,arjunsingh494@outlook.com,88.69,4621.09,30560.23,5931.45,9052.61,1844.05,7163.56,15419.47,1085.06,2959.17,76601.54,1,5,1,0,0,1,0,11,0,0,680,Monsoon,7,11,106,1273.25,145,4
Vikram Smith,+919548018371,vikramsmith804@example.com,291.17,2683.1,11762.48,3292.63,4638.72,3121.9,13232.45,20417.98,711.5,0.0,0.0,0,0,0,0,6,0,0,0,0,0,699,Spring,3,7,74,1397.48,220,147
Jessica Chopra,+916328446224,jessicachopra549@example.com,187.34,4251.1,39331.69,8311.99,3164.7,1002.54,7217.99,5538.34,12162.9,0.0,0.0,0,0,1,0,0,0,0,0,0,0,755,Winter,5,11,91,245.67,186,13
Kavya Jackson,+917177292134,kavyajackson739@outlook.com,661.11,2316.31,58059.26,29961.72,812.61,10258.07,7100.23,1295.4,4224.02,0.0,0.0,0,0,0,0,0,1,0,0,0,0,781,Summer,7,8,94,1461.19,158,41
Manoj Chopra,+918736551156,manojchopra791@gmail.com,197.84,4192.86,25578.94,3367.38,1413.07,826.87,11409.48,3280.69,21254.39,0.0,0.0,0,0,0,0,0,4,0,0,0,0,710,Spring,8,6,51,443.23,179,7
Emma Smith,+918347825401,emmasmith19@example.com,225.91,13322.49,41071.63,5338.28,2759.12,2668.19,2568.22,6845.82,1013.88,1717.64,119200.35,0,0,0,0,0,0,0,0,0,0,896,Winter,7,5,80,778.43,185,27
Meera Bansal,+918742776040,meerabansal611@hotmail.com,746.17,2062.42,19837.02,3924.23,1547.9,3768.59,5548.51,5080.22,4559.09,8149.41,181814.55,0,0,0,0,0,0,0,0,0,0,900,Spring,5,8,104,3731.29,185,14
William Williams,+918218114472,williamwilliams797@yahoo.com,98.86,4206.73,25599.97,6969.26,7613.81,1456.35,9571.06,2874.17,3376.32,0.0,0.0,0,0,0,0,0,12,0,0,0,0,665,Monsoon,5,10,87,2441.19,130,26
Kavya Bansal,+918019194034,kavyabansal80@gmail.com,557.05,3032.84,43155.49,7227.16,2045.94,630.72,5835.73,2508.56,1318.34,0.0,0.0,0,0,1,0,0,0,0,0,0,0,768,Winter,9,7,68,1100.1,251,53
Rashmi Patel,+918709815892,rashmipatel854@example.com,48.32,2517.07,26855.64,4926.41,5302.09,1015.35,7971.54,3396.85,3085.95,0.0,0.0,0,0,0,0,0,0,0,2,0,0,579,Spring,5,2,92,349.17,104,32
Kavya Sharma,+918344837915,kavyasharma699@gmail.com,845.68,2668.94,33405.85,5862.64,1885.48,1530.68,3202.2,2971.99,3181.7,0.0,0.0,0,1,0,0,0,0,0,0,0,0,814,Spring,4,10,96,563.42,292,3
Jessica Moore,+919472839544,jessicamoore314@outlook.com,133.66,3662.53,31406.18,8392.45,4481.18,2343.34,5238.66,1855.02,143888.95,9761.07,423091.85,0,0,0,0,0,0,0,0,0,0,741,Monsoon,7,4,87,1451.24,170,78
Ravi Brown,+916830428249,ravibrown569@gmail.com,275.7,2504.64,25409.61,5147.74,2043.96,1432.81,12208.06,3062.3,18367.26,0.0,0.0,0,0,0,0,0,0,0,0,0,0,768,Summer,6,7,67,354.5,155,50
Preeti Davis,+919866367839,preetidavis415@gmail.com,768.9,4322.24,29217.8,12724.09,762.11,2865.9,26904.32,8623.15,7430.71,0.0,0.0,0,0,0,0,0,0,1,2,0,0,774,Monsoon,4,11,93,1011.59,243,22
Lisa Yadav,+919708534252,lisayadav398@hotmail.com,178.92,2124.09,47565.59,5614.85,10294.38,1433.6,9539.73,4712.03,1073.94,0.0,0.0,0,3,0,0,10,0,0,0,3,0,656,Summer,8,8,142,1347.97,189,24
Suresh Nair,+919738578800,sureshnair721@gmail.com,43.06,1250.26,23445.3,3025.4,1802.28,790.56,4521.37,12572.67,287.59,0.0,0.0,0,0,0,0,0,0,0,0,0,0,676,Spring,5,5,95,450.52,200,22
Pooja Smith,+918334412435,poojasmith993@example.com,611.1,3460.0,44123.02,6696.42,3937.3,2479.55,15322.78,8461.41,8277.78,0.0,0.0,0,0,0,0,0,0,0,0,0,0,843,Monsoon,8,7,52,496.27,221,7
Akash Shah,+918652749116,akashshah346@outlook.com,110.49,2663.51,27395.47,4598.74,2583.36,1021.92,19698.73,15748.05,2250.55,0.0,0.0,0,0,0,0,0,0,0,0,6,0,766,Summer,4,11,82,726.46,145,91
Rashmi Sharma,+919591144183,rashmisharma249@outlook.com,795.43,2561.71,50913.24,15987.48,4650.43,3135.49,8607.38,10578.46,2980.67,0.0,0.0,0,0,0,0,0,0,0,0,0,0,869,Summer,7,16,121,1399.39,129,93
Nisha Reddy,+916433898309,nishareddy356@yahoo.com,229.89,3997.64,18851.49,5057.8,2487.82,2194.3,10469.05,2484.27,8094.08,0.0,0.0,0,0,0,3,0,4,17,0,0,0,645,Winter,8,6,90,1149.35,96,10
Christopher Hernandez,+919768992945,christopherhernandez887@hotmail.com,279.25,2968.88,19345.03,3017.52,1347.63,1144.45,8106.29,333.33,1361.05,0.0,0.0,0,0,0,0,0,0,0,0,0,0,742,Summer,5,8,71,246.23,184,13
Ashley Nair,+916646353224,ashleynair917@outlook.com,105.78,2247.16,16396.66,23648.27,1292.29,1035.44,3320.84,5130.42,724.54,1253.07,40243.66,0,0,0,2,0,3,0,0,0,1,637,Summer,5,5,79,1901.49,152,33
Ravi Iyer,+919414034088,raviiyer283@example.com,114.79,2827.93,44390.71,2356.15,2032.15,1536.58,2851.63,10993.95,4021.27,0.0,0.0,0,0,0,0,0,0,0,0,0,0,834,Summer,9,10,81,111.69,116,62
Ashley Agarwal,+918551263350,ashleyagarwal823@outlook.com,437.69,6815.99,48123.63,20551.31,1960.2,2035.85,4451.55,1036.81,2631.1,4859.64,124766.83,0,0,0,1,0,0,0,0,0,0,779,Spring,4,8,75,358.34,105,2
Emma Martinez,+919875232254,emmamartinez933@hotmail.com,108.42,1518.07,39110.66,2336.3,6427.04,2177.49,5861.49,2983.48,1098.34,0.0,0.0,0,0,0,0,5,0,2,0,0,0,692,Monsoon,10,9,81,578.51,103,153
Vinod Iyer,+917437220164,vinodiyer713@example.com,1386.69,4405.05,46830.68,16138.09,20476.07,1941.28,2266.8,2982.92,1842.67,0.0,0.0,0,0,1,1,0,0,0,0,0,0,849,Monsoon,6,5,115,278.14,233,56
Pooja Nair,+917667494536,poojanair124@gmail.com,188.39,961.04,139863.1,7446.9,3168.35,1090.06,1747.71,34106.43,1673.51,0.0,0.0,0,2,0,0,0,0,0,0,0,0,722,Summer,5,5,76,1360.48,218,91
Neha Hernandez,+919655410851,nehahernandez42@yahoo.com,137.87,2617.06,39100.03,5506.65,1945.47,1780.5,1840.0,7576.65,902.61,0.0,0.0,0,0,0,0,0,0,0,0,0,0,569,Summer,8,3,82,508.55,123,61
Thomas Bansal,+919241751740,thomasbansal317@yahoo.com,176.89,6395.55,16662.91,9384.37,4154.4,3109.21,5095.05,5225.57,4930.39,0.0,0.0,0,0,0,0,0,0,0,0,0,0,858,Winter,4,4,89,5130.57,225,28
Daniel Jain,+916243309035,danieljain766@gmail.com,198.18,2409.2,32025.79,9419.4,3528.0,4580.01,2157.81,3704.65,15790.04,0.0,0.0,0,0,0,0,0,0,0,0,0,0,768,Summer,5,10,68,2018.35,253,14
Arjun Jackson,+919246038014,arjunjackson19@gmail.com,498.39,6527.76,24593.54,4420.76,2704.4,2346.71,6195.42,6528.13,6262.17,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Winter,8,10,120,111.03,133,26
Pooja Rodriguez,+916208835475,poojarodriguez832@outlook.com,256.15,3209.58,53009.9,7353.48,3428.41,1994.5,13279.72,4662.65,127.18,0.0,0.0,0,0,0,0,0,18,0,1,0,0,746,Spring,8,4,56,3526.25,181,111
Amanda Jain,+919295637644,amandajain500@yahoo.com,89.7,4151.03,24154.64,27439.41,939.91,2648.51,6284.65,16749.7,1273.12,0.0,0.0,0,0,0,0,0,0,0,0,0,0,731,Monsoon,6,8,40,258.2,76,114
Dorothy Anderson,+918214802460,dorothyanderson229@yahoo.com,814.61,827.79,45002.9,3635.16,1760.24,1172.29,20402.79,7419.29,2694.68,0.0,0.0,0,0,0,0,0,12,0,0,0,0,721,Monsoon,4,12,101,5415.69,161,107
Jessica Moore,+918274049564,jessicamoore265@example.com,121.85,3888.99,37275.88,5854.7,1236.39,834.42,5822.1,2972.16,1089.65,0.0,0.0,9,0,0,0,0,0,13,1,0,0,641,Winter,6,9,74,274.46,123,10
Sanjay Gupta,+916738645905,sanjaygupta183@gmail.com,217.35,1326.25,27848.81,8399.87,2861.88,2186.64,4820.57,1563.84,1808.71,0.0,0.0,0,0,1,0,1,0,0,4,0,0,641,Spring,6,2,65,1390.89,245,81
Ananya Rodriguez,+916879594129,ananyarodriguez84@outlook.com,435.03,3865.6,24798.63,13221.52,4586.1,804.4,3479.49,3683.68,537.16,0.0,0.0,0,2,0,1,0,0,0,2,2,0,665,Spring,4,8,70,2859.78,193,48
Akash Hernandez,+917389787031,akashhernandez732@example.com,63.86,4346.43,54682.91,10046.97,3316.74,691.11,3002.06,1990.65,10344.99,555.67,15663.36,0,0,0,0,0,0,0,0,0,1,702,Spring,4,9,82,621.61,98,73
Neha Gonzalez,+916926641273,nehagonzalez459@outlook.com,281.08,1347.21,30134.83,16764.42,3756.19,1868.59,5350.45,7040.0,497.76,0.0,0.0,0,0,0,0,0,0,4,0,0,0,665,Spring,7,6,109,767.86,118,2
Sarah Brown,+919961023926,sarahbrown926@example.com,54.24,1589.38,38457.9,1939.43,1744.6,2479.65,6236.55,7734.02,4625.05,6273.22,131615.57,3,0,0,0,0,0,0,0,3,3,611,Spring,7,1,45,376.47,194,6
Suresh Martinez,+917695830897,sureshmartinez251@example.com,403.57,1429.21,18734.98,2978.07,1212.37,1292.5,3341.89,2701.39,2506.6,0.0,0.0,0,0,0,1,0,0,0,0,0,0,646,Monsoon,2,7,60,573.04,226,101
Dorothy Iyer,+919749675944,dorothyiyer831@hotmail.com,333.98,4665.02,39780.19,3266.87,1383.25,3637.92,5844.24,10154.33,3091.55,777.63,66027.63,0,3,0,0,5,0,0,0,0,1,581,Winter,4,6,54,478.26,125,46
Sunita Shah,+919276698059,sunitashah763@hotmail.com,424.92,3485.69,39502.11,12305.85,1041.57,2499.55,4279.8,11698.02,7706.14,0.0,0.0,0,3,0,0,0,0,0,1,1,0,695,Summer,3,10,74,981.68,153,1
Akash Wilson,+918573129490,akashwilson78@hotmail.com,146.87,1410.49,37848.36,6499.89,2419.68,1598.41,4467.02,6229.56,967.66,0.0,0.0,0,0,0,0,0,0,15,0,0,0,589,Summer,5,4,81,978.05,107,25
Aarav Thomas,+918948023374,aaravthomas355@example.com,1274.69,1396.54,80629.78,3205.7,2952.18,1503.05,7896.31,918.63,1987.45,0.0,0.0,0,0,0,0,0,0,0,0,4,0,747,Spring,5,9,79,429.68,201,45
Sneha Johnson,+919587515488,snehajohnson965@hotmail.com,233.82,1954.96,41837.72,6229.98,1763.45,2721.38,38959.24,2459.99,903.49,2318.64,109541.46,0,0,0,0,0,0,2,0,0,0,789,Winter,4,9,62,2635.3,209,44
Amit Smith,+916324839929,amitsmith776@yahoo.com,84.69,4787.44,27146.65,7292.33,906.67,725.73,5158.6,1193.54,1423.81,0.0,0.0,16,0,0,0,0,0,0,0,0,0,669,Winter,10,9,112,2725.63,82,57
Amanda Taylor,+916703883348,amandataylor905@gmail.com,313.25,4171.79,19918.09,16813.55,21875.76,8771.95,16544.05,4611.79,13995.06,2302.72,56215.22,0,0,0,0,0,0,16,0,1,0,770,Spring,11,8,93,1085.3,189,135
Preeti Miller,+918092182697,preetimiller618@outlook.com,254.84,2723.48,41422.29,9292.82,5264.99,873.07,5912.52,5645.2,7495.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Spring,7,9,104,776.97,223,16
David Joshi,+916570760568,davidjoshi839@example.com,210.3,1338.83,8310.06,2907.09,2053.7,1882.1,13768.95,4327.13,8501.94,0.0,0.0,0,1,13,0,6,0,0,6,0,0,677,Winter,6,2,32,1383.58,144,8
Deborah Thomas,+919384015646,deborahthomas309@example.com,182.96,3489.63,30645.41,23189.96,1291.76,1108.67,25805.15,6763.9,7151.22,0.0,0.0,0,0,0,0,0,0,0,0,0,0,722,Spring,3,6,122,2178.47,137,27
Richard Patel,+916846613687,richardpatel321@hotmail.com,140.05,434.03,30116.75,4362.25,647.34,1921.82,4856.57,9213.27,818.34,0.0,0.0,0,0,0,0,0,0,0,0,0,0,662,Spring,5,6,89,529.71,63,110
Neha Patel,+917976473257,nehapatel567@example.com,677.28,3839.95,28389.69,4724.91,2074.78,1368.8,7311.73,1720.56,1091.37,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Spring,6,11,112,2051.9,217,6
Priya Wilson,+918999694768,priyawilson502@gmail.com,466.5,1819.88,27288.38,5597.97,2555.41,1610.56,33745.33,11636.24,44195.16,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Winter,12,7,100,803.92,270,25
Michael Verma,+918253886627,michaelverma924@gmail.com,784.31,3405.37,14104.99,18882.41,4785.03,1407.51,6915.37,3242.49,1941.05,0.0,0.0,0,0,0,0,1,0,0,0,0,0,817,Summer,6,14,81,5707.59,197,62
Jennifer Gupta,+916891317019,jennifergupta320@yahoo.com,315.67,5017.85,28288.25,5957.82,2162.65,963.8,3289.73,4283.89,870.78,0.0,0.0,10,0,0,1,0,0,0,5,0,0,693,Winter,4,4,49,1813.83,116,8
Kavya Moore,+917797882469,kavyamoore439@hotmail.com,203.04,3631.13,26560.06,10685.35,775.1,2075.87,5141.2,5103.42,3903.54,3263.53,72360.27,0,0,0,1,2,0,0,0,0,0,691,Monsoon,7,9,94,1065.13,234,65
Rohit Shah,+916502196884,rohitshah525@outlook.com,381.01,3415.16,72195.8,3861.78,2798.13,1517.45,4916.19,1502.18,790.82,0.0,0.0,0,1,0,0,4,0,0,0,10,0,707,Winter,5,12,99,478.8,186,62
Sneha Wilson,+916653526958,snehawilson99@example.com,258.56,2847.92,18739.92,3677.77,3685.19,1956.33,25845.97,1886.1,4304.79,0.0,0.0,0,2,4,0,0,0,0,0,0,0,814,Winter,9,7,66,844.43,161,20
Dorothy Shah,+916209253596,dorothyshah856@gmail.com,262.4,2782.13,32930.85,4970.08,2561.37,1140.38,6566.3,8439.35,9989.3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,884,Summer,2,8,100,1085.83,153,37
William Sharma,+918526016249,williamsharma561@example.com,170.74,1661.31,8029.6,8172.19,5193.21,1309.74,13583.09,982.36,314.64,4492.5,142902.78,0,0,5,0,0,0,0,0,0,0,649,Spring,3,14,80,647.84,82,1
William Rodriguez,+916679883888,williamrodriguez560@gmail.com,141.86,1296.25,11745.53,4742.77,2151.32,2389.17,14553.21,5250.42,8527.31,2695.61,61057.14,0,0,0,0,0,1,1,0,0,0,727,Winter,4,12,52,1201.09,272,29
Vinod Wilson,+918940483860,vinodwilson126@gmail.com,191.09,821.91,8600.22,2454.99,4450.75,1052.21,7156.35,11706.91,16726.84,0.0,0.0,3,3,1,0,0,5,0,0,0,0,622,Summer,4,6,84,740.72,99,15
Aarav Tiwari,+917586672421,aaravtiwari264@gmail.com,1533.19,2958.74,36870.08,12331.67,796.92,4489.59,743.45,2417.64,3657.51,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Winter,6,19,100,911.69,147,33
Emma Joshi,+918061882367,emmajoshi429@outlook.com,745.97,1720.39,16591.78,4475.89,8085.19,2479.85,4437.26,10992.38,13174.81,0.0,0.0,0,0,0,0,0,0,0,0,0,0,645,Spring,5,6,82,507.12,142,34
Melissa Iyer,+918578995928,melissaiyer503@gmail.com,437.56,508.37,48220.86,3971.08,609.11,1329.57,9944.38,2308.16,5323.3,4152.34,225521.75,0,9,0,0,0,0,0,0,0,0,631,Spring,6,7,90,669.14,103,7
Arun Lopez,+918664596890,arunlopez822@outlook.com,190.97,1039.87,27102.89,4009.34,788.61,1915.67,10586.07,1072.74,5727.97,0.0,0.0,3,0,0,0,0,0,11,0,0,0,731,Summer,6,5,115,847.05,196,25
Ashley Lopez,+917224340013,ashleylopez155@yahoo.com,474.7,3183.52,96501.64,5886.64,3218.63,529.18,27172.59,12198.37,8197.25,0.0,0.0,0,0,0,0,0,0,0,0,0,0,882,Monsoon,14,13,90,1049.41,76,62
Nisha Singh,+916711281510,nishasingh592@gmail.com,920.7,3095.7,31670.9,3006.47,2780.6,1112.37,17884.14,15996.05,3412.86,0.0,0.0,0,0,0,0,0,0,0,0,0,0,851,Monsoon,4,13,87,3460.32,106,44
Richard Martin,+916965923160,richardmartin678@gmail.com,1432.95,4320.34,28529.21,5766.79,3030.19,1771.86,2746.15,866.32,636.08,0.0,0.0,0,4,3,0,0,0,0,0,0,0,640,Monsoon,8,3,50,1086.04,151,51
Dorothy Mishra,+918485130977,dorothymishra174@outlook.com,1929.51,5143.44,33821.47,3015.73,2989.24,918.65,1351.85,4775.96,930.49,0.0,0.0,5,0,0,0,0,0,0,0,0,0,746,Summer,5,6,86,873.22,272,6
Divya Taylor,+917840239805,divyataylor484@yahoo.com,262.05,801.19,53933.82,18308.81,3566.7,3029.25,9625.54,7699.79,9682.47,0.0,0.0,0,0,0,0,0,0,0,0,0,0,817,Monsoon,8,8,104,114.55,264,85
Priya Singh,+917729355771,priyasingh32@gmail.com,879.33,3907.33,69163.77,7584.51,8831.43,2115.39,22888.93,2948.79,3898.11,0.0,0.0,0,0,0,0,0,0,0,0,0,0,894,Spring,10,13,95,1329.05,208,32
Kavya Agarwal,+917555264263,kavyaagarwal606@hotmail.com,161.9,2010.09,122980.57,12703.47,817.75,1424.57,1821.41,2581.1,1724.3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,741,Summer,7,6,72,596.74,124,186
Ravi Wilson,+917868479361,raviwilson821@outlook.com,841.28,1953.5,69043.43,6967.81,8208.06,1711.39,5522.57,17520.6,1466.34,0.0,0.0,0,0,0,0,0,0,0,0,0,0,865,Summer,6,14,82,2680.76,202,35
Jessica Martin,+917382143680,jessicamartin397@yahoo.com,1947.7,2090.83,24987.04,14255.54,8668.63,2193.72,2089.12,1694.12,18431.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,850,Monsoon,6,12,85,960.84,205,25
Richard Gonzalez,+918817607618,richardgonzalez430@hotmail.com,62.36,3108.82,34742.41,13634.09,3059.2,1347.98,5454.05,1408.86,5200.68,0.0,0.0,0,5,0,0,0,0,0,0,0,0,619,Summer,8,6,115,454.88,174,2
Preeti Singh,+917102814446,preetisingh860@outlook.com,184.77,3545.79,34300.92,18711.57,5182.54,1008.07,2731.08,26353.64,3563.71,0.0,0.0,0,0,0,0,0,0,0,0,0,0,788,Spring,9,9,98,2327.88,157,12
Robert Jain,+916693049058,robertjain637@gmail.com,571.06,1767.94,45636.99,2326.65,2616.88,3254.96,1187.77,9294.48,1061.71,0.0,0.0,0,0,0,3,0,0,0,0,0,0,721,Spring,12,6,87,249.88,143,14
Sonia Anderson,+916766211302,soniaanderson564@yahoo.com,281.4,2765.74,22705.48,10903.49,1687.02,2980.99,19481.78,3346.09,4733.02,2148.75,175437.57,0,0,0,0,1,1,0,0,0,0,772,Summer,4,7,66,1341.36,129,8
Rohit Pandey,+917514511816,rohitpandey993@outlook.com,568.5,1412.66,40596.52,6120.86,2185.14,2398.71,25750.83,8716.31,31401.62,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Summer,3,4,118,824.9,161,105
Richard Garcia,+916452938703,richardgarcia208@example.com,64.08,1952.94,35047.53,14190.45,3591.32,836.83,5883.06,8201.79,2961.81,0.0,0.0,2,0,0,0,0,2,0,0,0,0,710,Winter,7,9,59,1432.26,101,13
Sarah Sharma,+919980105996,sarahsharma340@outlook.com,169.08,2663.28,36730.47,9777.44,3639.03,1494.91,65089.73,9007.52,12819.6,0.0,0.0,0,0,0,0,0,0,0,1,0,0,835,Winter,10,6,92,784.5,118,24
Thomas Thomas,+916732847860,thomasthomas714@outlook.com,352.29,1999.66,27506.98,13642.88,2008.56,1769.27,4920.02,1370.94,13296.82,0.0,0.0,0,0,0,0,0,1,0,0,0,0,680,Monsoon,8,9,64,2603.27,187,2
Ashley Wilson,+917101685377,ashleywilson474@outlook.com,347.55,1772.01,14641.6,7386.5,2739.28,1429.69,5337.89,70250.97,1673.39,0.0,0.0,0,0,0,0,0,0,1,0,2,0,714,Monsoon,9,8,91,1477.5,119,20
Sonia Sharma,+916452061484,soniasharma427@outlook.com,572.83,2916.7,97471.7,23192.03,4067.66,3586.07,15717.25,26232.84,6677.18,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Monsoon,7,8,85,1674.28,304,11
William Tiwari,+916868775515,williamtiwari832@example.com,461.01,1828.56,135242.7,6801.84,4056.94,1519.39,1500.86,1143.09,240.08,1802.24,54205.86,1,0,0,1,0,0,0,0,0,0,658,Summer,6,8,103,507.95,235,9
Ravi Taylor,+916197507183,ravitaylor984@example.com,332.51,1723.0,22842.71,8493.95,2463.62,1540.89,10927.08,2230.93,13367.43,0.0,0.0,5,2,7,0,12,0,0,0,1,0,637,Monsoon,3,3,82,2830.28,173,90
Rashmi Davis,+919855308917,rashmidavis671@example.com,458.9,1477.8,18797.83,24372.08,917.42,1834.24,11038.68,21202.2,6631.42,0.0,0.0,0,0,1,0,0,0,0,0,5,0,733,Summer,6,7,105,768.95,163,6
Sanjay Patel,+918880492685,sanjaypatel869@hotmail.com,712.95,4696.91,36188.99,7808.84,3763.01,2237.37,22514.72,13412.67,2904.02,3605.35,108270.9,0,0,0,0,0,0,0,0,0,0,900,Spring,8,8,86,251.59,246,76
Kavya Jones,+919754007298,kavyajones453@hotmail.com,239.09,1384.03,27763.62,3434.82,2223.98,5209.12,2065.74,28956.48,4010.25,1603.2,69651.55,0,0,0,0,0,0,0,1,0,0,807,Spring,6,5,97,2214.97,218,11
James Yadav,+917658595559,jamesyadav387@example.com,87.56,1314.56,36691.15,8750.93,5053.24,1734.6,8579.64,558.82,663.76,0.0,0.0,1,0,0,0,4,0,0,0,8,0,666,Winter,4,4,71,663.81,144,150
Nisha Gonzalez,+916094207531,nishagonzalez159@outlook.com,160.04,2437.97,32205.1,11535.64,1633.82,371.4,6139.6,12729.68,4812.92,0.0,0.0,0,0,0,0,0,1,0,0,0,0,786,Monsoon,6,11,92,459.23,276,20
Riya Singh,+919134440247,riyasingh866@yahoo.com,104.17,1214.7,50202.45,5455.66,8234.96,745.0,1658.54,4914.76,2074.76,0.0,0.0,0,0,0,0,0,0,0,0,0,0,784,Summer,1,12,126,138.47,271,59
Arjun Agarwal,+919909180536,arjunagarwal616@yahoo.com,159.53,2892.93,32879.02,6411.95,2620.18,867.36,36839.37,14604.97,1326.2,2189.68,44125.86,0,0,0,0,0,0,0,0,0,0,855,Monsoon,5,10,104,383.44,158,279
Christopher Martinez,+916204294474,christophermartinez164@example.com,83.22,2843.7,58074.55,7949.34,5456.78,3660.81,3576.29,14341.49,7544.67,0.0,0.0,0,0,0,0,1,0,0,0,0,0,776,Spring,7,12,75,1516.78,181,52
Robert Yadav,+919725707132,robertyadav622@gmail.com,735.45,2816.41,53472.65,10677.07,1325.39,2585.51,5621.59,1239.07,3866.3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Winter,9,14,100,1319.74,219,5
Sarah Reddy,+917676942811,sarahreddy358@yahoo.com,118.71,865.51,84245.96,11581.98,4831.19,4328.74,15794.06,27250.93,18037.08,0.0,0.0,0,0,0,0,0,0,0,0,0,0,877,Summer,5,4,99,393.82,213,23
Thomas Mishra,+917870405136,thomasmishra362@yahoo.com,170.58,4627.77,76599.04,10525.52,1972.44,1492.86,13948.1,8928.56,351.21,51405.53,1541941.27,0,4,0,0,0,0,9,0,0,0,625,Winter,12,11,45,2253.72,130,62
Pooja Taylor,+919824593095,poojataylor314@yahoo.com,146.58,1385.33,52181.91,8064.56,2413.64,1079.61,26879.84,11317.97,4718.66,0.0,0.0,10,0,5,0,0,0,0,3,0,0,668,Winter,8,11,65,1440.5,145,33
Rashmi Anderson,+918812232152,rashmianderson269@gmail.com,304.38,1379.87,40852.04,2300.38,3033.36,2723.82,6853.93,958.95,7721.91,0.0,0.0,0,0,0,0,0,0,0,0,0,0,876,Summer,6,8,48,1833.21,203,29
Preeti Williams,+919032892887,preetiwilliams561@example.com,338.95,1548.06,33456.24,3849.5,1380.23,634.69,7053.28,41708.22,919.54,0.0,0.0,0,0,0,0,0,0,0,0,0,0,897,Summer,12,9,112,3614.65,196,102
Sonia Gonzalez,+917075329403,soniagonzalez796@yahoo.com,438.46,5261.93,36384.0,14566.93,2081.59,1604.48,6040.71,943.12,6077.7,4772.01,131422.93,0,4,1,1,0,0,1,0,0,0,728,Winter,3,11,63,288.46,194,16
Lisa Jain,+917319147727,lisajain951@outlook.com,180.39,3124.49,21981.18,11900.69,9006.27,3184.46,9406.29,11830.95,1914.28,0.0,0.0,0,0,0,0,0,0,2,2,2,0,668,Summer,4,5,61,562.58,271,24
Amanda Gonzalez,+919419170548,amandagonzalez552@yahoo.com,590.25,1127.12,52481.04,5880.93,2671.56,1167.86,35259.95,8485.31,246.02,0.0,0.0,0,0,0,0,0,0,0,0,0,0,824,Winter,4,9,52,433.87,215,39
Pooja Davis,+919421419149,poojadavis765@example.com,284.29,1749.65,31441.81,18041.16,7338.3,1879.84,7179.91,4536.08,1969.49,0.0,0.0,0,0,0,0,0,0,0,0,0,0,802,Winter,3,7,121,500.36,162,11
